FIPS,State,County,UnemploymentRate,PreventableHospitalStays,UninsuredAdults,Year,AccessToCareIndex
1047,Alabama,Dallas,6.5477792732,7183.0,10.372407688,2020,8.9627592312
1049,Alabama,DeKalb,3.8169205749,5868.0,17.319033941,2020,8.268096605899999
1051,Alabama,Elmore,3.4475345963,6334.0,8.6557164469,2020,9.13442835531
1053,Alabama,Escambia,4.5707915273,7412.0,14.428344867,2020,8.5571655133
1055,Alabama,Etowah,4.1024689066,7421.0,12.46599573,2020,8.753400426999999
1057,Alabama,Fayette,4.1190990435,5911.0,11.459956373,2020,8.8540043627
1059,Alabama,Franklin,3.7316059987,8122.0,15.3034504,2020,8.46965496
1061,Alabama,Geneva,3.9259054465,6845.0,14.07272901,2020,8.592727099000001
1063,Alabama,Greene,6.7300916138,7121.0,11.446345257,2020,8.8553654743
1065,Alabama,Hale,5.090969788,6986.0,10.560162464,2020,8.9439837536
1067,Alabama,Henry,4.4339343778,4872.0,12.187736563,2020,8.7812263437
1069,Alabama,Houston,4.0420819491,4859.0,11.070223497,2020,8.8929776503
1071,Alabama,Jackson,4.1091175079,5903.0,13.050941708,2020,8.6949058292
1073,Alabama,Jefferson,3.7116179533,4653.0,10.049484847,2020,8.9950515153
1075,Alabama,Lamar,3.8105226359,5184.0,11.531698288,2020,8.8468301712
1077,Alabama,Lauderdale,4.1906931492,5323.0,11.285158773,2020,8.8714841227
1079,Alabama,Lawrence,4.1885192902,7507.0,14.028629857,2020,8.5971370143
1081,Alabama,Lee,3.6207035122,4208.0,10.350184992,2020,8.9649815008
1083,Alabama,Limestone,3.5453966457,5987.0,11.014042165,2020,8.898595783500001
1085,Alabama,Lowndes,7.3103448276,5247.0,10.822831727,2020,8.9177168273
1087,Alabama,Macon,5.4631525077,5948.0,10.554682237,2020,8.9445317763
1089,Alabama,Madison,3.4603231118,5439.0,9.4393471314,2020,9.05606528686
1091,Alabama,Marengo,5.0072473317,4803.0,9.7974289053,2020,9.02025710947
1093,Alabama,Marion,4.0879751375,8236.0,11.408083442,2020,8.8591916558
1095,Alabama,Marshall,3.3827879243,6189.0,15.643576987,2020,8.4356423013
1097,Alabama,Mobile,4.6946202363,6431.0,11.719890151,2020,8.8280109849
1099,Alabama,Monroe,6.1749091925,5990.0,12.789735099,2020,8.7210264901
1101,Alabama,Montgomery,3.9960598225,6020.0,11.005422221,2020,8.8994577779
1103,Alabama,Morgan,3.5197642841,6098.0,11.560252216,2020,8.8439747784
1105,Alabama,Perry,6.5351780983,5342.0,11.480988312,2020,8.851901168800001
1107,Alabama,Pickens,4.5611787316,6592.0,11.607203534,2020,8.8392796466
1109,Alabama,Pike,4.5042678923,5568.0,12.916650758,2020,8.708334924199999
1111,Alabama,Randolph,4.0155168798,3494.0,13.227662455,2020,8.6772337545
1113,Alabama,Russell,4.0205447733,5042.0,11.304654005,2020,8.8695345995
1115,Alabama,St. Clair,3.4951994557,6284.0,10.041068328,2020,8.9958931672
1117,Alabama,Shelby,2.8514230541,5125.0,7.8591340516,2020,9.21408659484
1119,Alabama,Sumter,5.8934563758,5643.0,11.362216205,2020,8.863778379500001
1121,Alabama,Talladega,4.2798330379,5467.0,10.302041075,2020,8.9697958925
1123,Alabama,Tallapoosa,4.1863605672,4305.0,11.904836931,2020,8.8095163069
1125,Alabama,Tuscaloosa,3.6566275143,5853.0,9.3086830807,2020,9.06913169193
1127,Alabama,Walker,4.249562311,6561.0,11.670766468,2020,8.8329233532
1129,Alabama,Washington,5.8347082646,5311.0,13.909465021,2020,8.6090534979
1131,Alabama,Wilcox,9.5830285296,4464.0,10.518884575,2020,8.9481115425
1133,Alabama,Winston,4.1918004294,13447.0,12.772754345,2020,8.7227245655
2000,Alaska,,6.5875377572,2904.0,14.757627924,2020,8.5242372076
2013,Alaska,Aleutians East,2.9728565274,,27.860858257,2020,7.2139141743
2016,Alaska,Aleutians West,3.540802213,,20.234886407,2020,7.9765113593
2020,Alaska,Anchorage,5.4939124712,2794.0,12.741420575,2020,8.725857942500001
2050,Alaska,Bethel,12.77027027,2625.0,19.778423538,2020,8.0221576462
2060,Alaska,Bristol Bay,6.3492063492,1567.0,17.438692098,2020,8.2561307902
2068,Alaska,Denali,7.8125,,13.956105796,2020,8.6043894204
2070,Alaska,Dillingham,8.1894425259,5919.0,17.430988424,2020,8.256901157600002
2090,Alaska,Fairbanks North Star,5.8024771697,2113.0,13.238400934,2020,8.6761599066
2100,Alaska,Haines,9.5238095238,695.0,17.98488665,2020,8.201511335
2105,Alaska,Hoonah-Angoon,12.607944732,,22.855428914,2020,7.7144571086
2110,Alaska,Juneau,4.422005571,2863.0,13.368336026,2020,8.6631663974
2122,Alaska,Kenai Peninsula,7.7140808393,,16.04337289,2020,8.395662711
2130,Alaska,Ketchikan Gateway,6.0062624537,2937.0,17.186423156,2020,8.2813576844
2150,Alaska,Kodiak Island,5.8293075684,2886.0,18.414408349,2020,8.1585591651
2158,Alaska,Kusilvak,19.903988183,2177.0,17.650850954,2020,8.2349149046
2164,Alaska,Lake and Peninsula,11.637347767,,25.346260388,2020,7.465373961199999
2170,Alaska,Matanuska-Susitna,7.6383934192,2854.0,14.849157915,2020,8.5150842085
2180,Alaska,Nome,11.597374179,8308.0,21.207087486,2020,7.8792912514
2185,Alaska,North Slope,7.0319367126,,17.808672625,2020,8.2191327375
2188,Alaska,Northwest Arctic,14.227086183,,24.104741684,2020,7.5895258316
2195,Alaska,Petersburg,8.6894586895,,18.731231231,2020,8.126876876899999
2198,Alaska,Prince of Wales-Hyder,10.865815799,,23.176601259,2020,7.682339874099999
2220,Alaska,Sitka,4.1515426497,2940.0,18.277656079,2020,8.1722343921
2230,Alaska,Skagway,9.8086124402,2297.0,14.083080041,2020,8.5916919959
2240,Alaska,Southeast Fairbanks,9.5918367347,1811.0,21.075085324,2020,7.8924914676
2261,Alaska,Valdez-Cordova,7.4448339864,,14.89574229,2020,8.510425771
2275,Alaska,Wrangell,7.0409134158,,18.935516888,2020,8.106448311200001
2282,Alaska,Yakutat,8.1632653061,,18.623481781,2020,8.1376518219
2290,Alaska,Yukon-Koyukuk,15.284872299,2003.0,24.098218166,2020,7.590178183400001
4000,Arizona,,4.8318806149,3096.0,12.102208613,2020,8.7897791387
4001,Arizona,Apache,10.065327849,5244.0,19.17271189,2020,8.082728810999999
4003,Arizona,Cochise,5.6033270382,3324.0,10.456419859,2020,8.9543580141
4005,Arizona,Coconino,5.4914832064,2370.0,13.11674912,2020,8.688325088
4007,Arizona,Gila,5.888093689,3501.0,13.477246208,2020,8.652275379199999
4009,Arizona,Graham,5.1350988036,2766.0,10.018351118,2020,8.9981648882
4011,Arizona,Greenlee,4.2523364486,2571.0,8.6147821831,2020,9.13852178169
4012,Arizona,La Paz,6.2318191989,4251.0,19.76077339,2020,8.023922661
4013,Arizona,Maricopa,4.1402073804,3050.0,12.081175995,2020,8.7918824005
4015,Arizona,Mohave,5.774677559,4000.0,13.362976831,2020,8.6637023169
4017,Arizona,Navajo,7.7614660821,3413.0,15.120113587,2020,8.4879886413
4019,Arizona,Pima,4.4889472937,2929.0,10.86259278,2020,8.913740722
4021,Arizona,Pinal,5.0231180141,3118.0,11.027964753,2020,8.8972035247
4023,Arizona,Santa Cruz,9.3298835705,2337.0,13.993283224,2020,8.600671677600001
4025,Arizona,Yavapai,4.4679884111,2246.0,12.924381971,2020,8.7075618029
4027,Arizona,Yuma,17.041869802,3604.0,14.199480988,2020,8.5800519012
5000,Arkansas,,3.7024102144,5129.0,9.3032677986,2020,9.06967322014
5001,Arkansas,Arkansas,3.3958103638,6767.0,8.9244531414,2020,9.10755468586
5003,Arkansas,Ashley,5.4666146037,7550.0,9.2027221078,2020,9.07972778922
5005,Arkansas,Baxter,4.118325943,4453.0,8.3837602026,2020,9.16162397974
5007,Arkansas,Benton,2.8808666409,3144.0,10.426607884,2020,8.957339211599999
5009,Arkansas,Boone,3.5380928355,3839.0,8.6164801628,2020,9.13835198372
5011,Arkansas,Bradley,4.4933516735,7001.0,11.556740466,2020,8.8443259534
5013,Arkansas,Calhoun,3.9101497504,4115.0,8.3375570198,2020,9.16624429802
5015,Arkansas,Carroll,3.2122794525,3898.0,12.77965783,2020,8.722034217
5017,Arkansas,Chicot,6.8862275449,7061.0,8.9078233927,2020,9.10921766073
5019,Arkansas,Clark,3.8204592902,4252.0,7.2066968781,2020,9.27933031219
5021,Arkansas,Clay,4.3873179092,6965.0,8.6579335473,2020,9.13420664527
5023,Arkansas,Cleburne,4.5345541748,4667.0,9.1217696014,2020,9.08782303986
5025,Arkansas,Cleveland,3.9067231981,5769.0,8.8858195212,2020,9.11141804788
5027,Arkansas,Columbia,4.7714381048,5337.0,8.2783138649,2020,9.17216861351
5029,Arkansas,Conway,4.3669187607,4012.0,8.5021946967,2020,9.14978053033
5031,Arkansas,Craighead,3.0635624538,5917.0,7.9404688636,2020,9.20595311364
5033,Arkansas,Crawford,3.5814005435,4683.0,9.8941616995,2020,9.01058383005
5035,Arkansas,Crittenden,4.3089393022,4890.0,7.9887379116,2020,9.20112620884
5037,Arkansas,Cross,4.1661067061,6557.0,8.8189674274,2020,9.11810325726
5039,Arkansas,Dallas,4.411241551,4796.0,8.0890538033,2020,9.19109461967
5041,Arkansas,Desha,4.5379386368,8575.0,9.5309168443,2020,9.04690831557
5043,Arkansas,Drew,5.0019337373,10206.0,8.4215625216,2020,9.15784374784
5045,Arkansas,Faulkner,3.2793285184,3918.0,7.9798883958,2020,9.20201116042
5047,Arkansas,Franklin,3.5916824197,5538.0,9.4372475275,2020,9.05627524725
5049,Arkansas,Fulton,3.9958376691,6902.0,9.5882620564,2020,9.04117379436
5051,Arkansas,Garland,4.0468661911,4743.0,9.8247843604,2020,9.01752156396
5053,Arkansas,Grant,3.1126066579,4963.0,6.0703517588,2020,9.39296482412
5055,Arkansas,Greene,3.4978486459,5782.0,7.0139960619,2020,9.29860039381
5057,Arkansas,Hempstead,3.5627775535,5911.0,10.76914357,2020,8.923085643
5059,Arkansas,Hot Spring,3.7661687987,5591.0,7.6132015306,2020,9.23867984694
5061,Arkansas,Howard,3.4616683553,5791.0,11.598574171,2020,8.8401425829
5063,Arkansas,Independence,4.0808778202,5283.0,8.1407267798,2020,9.18592732202
5065,Arkansas,Izard,5.5452865065,6526.0,10.390170295,2020,8.9609829705
5067,Arkansas,Jackson,6.1527825786,6959.0,8.7250021095,2020,9.12749978905
5069,Arkansas,Jefferson,5.2875365211,4960.0,7.2345256191,2020,9.27654743809
5071,Arkansas,Johnson,4.5284825275,4187.0,10.567369301,2020,8.9432630699
5073,Arkansas,Lafayette,5.2462955547,6579.0,10.590988882,2020,8.9409011118
5075,Arkansas,Lawrence,3.9224263634,7665.0,8.2793095368,2020,9.17206904632
5077,Arkansas,Lee,4.8337332876,7217.0,8.5520442778,2020,9.14479557222
5079,Arkansas,Lincoln,4.3058648849,6493.0,9.3666708973,2020,9.06333291027
5081,Arkansas,Little River,5.2689152233,5371.0,8.9756801319,2020,9.10243198681
5083,Arkansas,Logan,4.0347468282,5631.0,9.6222131672,2020,9.03777868328
5085,Arkansas,Lonoke,3.2109414232,5364.0,7.1151847302,2020,9.28848152698
5087,Arkansas,Madison,2.8683005656,5305.0,11.462059517,2020,8.8537940483
5089,Arkansas,Marion,4.1346449431,5431.0,9.7206703911,2020,9.02793296089
5091,Arkansas,Miller,4.816955684,5478.0,8.0762711864,2020,9.19237288136
5093,Arkansas,Mississippi,5.6824671616,8228.0,7.565356673,2020,9.2434643327
5095,Arkansas,Monroe,4.3335761107,6706.0,8.4918094521,2020,9.15081905479
5097,Arkansas,Montgomery,4.8089591568,4727.0,11.429461227,2020,8.8570538773
5099,Arkansas,Nevada,3.5427622474,5380.0,8.3602771363,2020,9.16397228637
5101,Arkansas,Newton,3.3816425121,2774.0,9.6335078534,2020,9.03664921466
5103,Arkansas,Ouachita,4.6540235777,5116.0,6.9505055881,2020,9.30494944119
5105,Arkansas,Perry,4.1666666667,3981.0,8.8549247938,2020,9.11450752062
5107,Arkansas,Phillips,6.1440677966,7250.0,7.3102602534,2020,9.26897397466
5109,Arkansas,Pike,4.1598119859,5971.0,11.997152011,2020,8.8002847989
5111,Arkansas,Poinsett,3.8465283864,6884.0,9.5064828576,2020,9.04935171424
5113,Arkansas,Polk,4.1609396476,4818.0,12.98405467,2020,8.701594533
5115,Arkansas,Pope,4.469273743,5216.0,10.510778253,2020,8.9489221747
5117,Arkansas,Prairie,3.8957399103,6015.0,9.1533546326,2020,9.08466453674
5119,Arkansas,Pulaski,3.4871307013,4776.0,7.6573374299,2020,9.23426625701
5121,Arkansas,Randolph,3.9721254355,5443.0,8.9218250509,2020,9.10781749491
5123,Arkansas,St. Francis,5.15625,5509.0,8.4730351765,2020,9.15269648235
5125,Arkansas,Saline,3.1065908933,5006.0,7.5056325079,2020,9.24943674921
5127,Arkansas,Scott,3.6757990868,5139.0,11.652025378,2020,8.834797462200001
5129,Arkansas,Searcy,4.328711532,3439.0,10.020484807,2020,8.9979515193
5131,Arkansas,Sebastian,3.579500657,4953.0,12.859227185,2020,8.7140772815
5133,Arkansas,Sevier,4.667507659,6610.0,17.743724865,2020,8.225627513500001
5135,Arkansas,Sharp,4.7602621594,4389.0,10.479041916,2020,8.9520958084
5137,Arkansas,Stone,4.5407206832,4256.0,11.866666667,2020,8.8133333333
5139,Arkansas,Union,5.5513784461,5023.0,8.8951806104,2020,9.11048193896
5141,Arkansas,Van Buren,5.2524911333,3949.0,9.804898298,2020,9.0195101702
5143,Arkansas,Washington,2.6034315365,3574.0,12.418161979,2020,8.7581838021
5145,Arkansas,White,4.3745930267,6792.0,8.5383799864,2020,9.14616200136
5147,Arkansas,Woodruff,4.7366560622,7327.0,9.6650524617,2020,9.03349475383
5149,Arkansas,Yell,4.1975308642,11211.0,12.00959397,2020,8.799040603
6000,California,,4.2035265931,3598.0,8.2071998996,2020,9.17928001004
6001,California,Alameda,2.9999469474,3298.0,5.7827935577,2020,9.42172064423
6003,California,Alpine,4.5703839122,2480.0,7.5669383003,2020,9.24330616997
6005,California,Amador,4.0051679587,3115.0,6.1959071423,2020,9.38040928577
6007,California,Butte,4.9585248072,4656.0,7.1636527881,2020,9.28363472119
6009,California,Calaveras,3.9576600628,3050.0,7.3307759688,2020,9.26692240312
6011,California,Colusa,12.927340687,3534.0,10.728094538,2020,8.9271905462
6013,California,Contra Costa,3.1514249783,3379.0,5.8956173288,2020,9.41043826712
6015,California,Del Norte,5.5114948298,2869.0,6.2334416396,2020,9.37665583604
6017,California,El Dorado,3.5702977432,3277.0,5.4030715273,2020,9.45969284727
6019,California,Fresno,7.4555093866,4172.0,8.7343786523,2020,9.12656213477
6021,California,Glenn,6.5341576023,5716.0,10.980544077,2020,8.9019455923
6023,California,Humboldt,3.5619655068,2855.0,8.8795523313,2020,9.11204476687
6025,California,Imperial,18.091619168,3679.0,7.9044018727,2020,9.20955981273
6027,California,Inyo,3.8624641834,2288.0,8.9622985488,2020,9.10377014512
6029,California,Kern,7.9755140221,4914.0,8.5992791008,2020,9.14007208992
6031,California,Kings,7.7438866327,4781.0,9.0041260157,2020,9.09958739843
6033,California,Lake,5.2273663965,3379.0,9.244419004,2020,9.0755580996
6035,California,Lassen,4.7883624609,4434.0,4.7716428085,2020,9.52283571915
6037,California,Los Angeles,4.6692577459,4346.0,10.059485018,2020,8.9940514982
6039,California,Madera,7.0146924977,3584.0,10.38586454,2020,8.961413546
6041,California,Marin,2.383230223,2012.0,5.4131949119,2020,9.45868050881
6043,California,Mariposa,5.298186089,3317.0,7.9952644041,2020,9.20047355959
6045,California,Mendocino,3.938058668,2743.0,10.72739553,2020,8.927260447
6047,California,Merced,8.2957853875,5413.0,8.7471237822,2020,9.12528762178
6049,California,Modoc,7.5495438817,3131.0,10.530470477,2020,8.9469529523
6051,California,Mono,3.8479587048,2685.0,9.9790180445,2020,9.00209819555
6053,California,Monterey,6.2693868078,3224.0,11.469413147,2020,8.8530586853
6055,California,Napa,2.9256710532,2743.0,8.5375290173,2020,9.14624709827
6057,California,Nevada,3.4663392674,2300.0,7.0499404982,2020,9.29500595018
6059,California,Orange,2.9248332437,3107.0,8.3365759293,2020,9.16634240707
6061,California,Placer,3.1515066437,2264.0,4.2716778146,2020,9.57283221854
6063,California,Plumas,7.4923547401,3349.0,6.904315197,2020,9.3095684803
6065,California,Riverside,4.3765350783,3750.0,8.9320239584,2020,9.10679760416
6067,California,Sacramento,3.7931315998,3917.0,6.4159371791,2020,9.35840628209
6069,California,San Benito,5.0568531536,3669.0,8.1051770391,2020,9.18948229609
6071,California,San Bernardino,4.0351497872,4585.0,8.3338412857,2020,9.16661587143
6073,California,San Diego,3.3075764056,3121.0,8.4051288606,2020,9.15948711394
6075,California,San Francisco,2.3533315843,3213.0,5.0078621127,2020,9.49921378873
6077,California,San Joaquin,5.9962559783,3961.0,7.5756058325,2020,9.24243941675
6079,California,San Luis Obispo,2.945642918,2270.0,7.2576262211,2020,9.27423737789
6081,California,San Mateo,2.1999450398,2135.0,5.4100817418,2020,9.45899182582
6083,California,Santa Barbara,3.8934369491,2161.0,10.508552834,2020,8.949144716600001
6085,California,Santa Clara,2.6012486604,2977.0,5.1015067133,2020,9.48984932867
6087,California,Santa Cruz,4.8969975739,2792.0,7.3566808744,2020,9.26433191256
6089,California,Shasta,4.943744526,3393.0,7.0985887624,2020,9.29014112376
6091,California,Sierra,6.0250391236,3101.0,7.844080847,2020,9.2155919153
6093,California,Siskiyou,6.6973004021,3256.0,8.6399950646,2020,9.13600049354
6095,California,Solano,3.8946981943,3456.0,5.6540730841,2020,9.43459269159
6097,California,Sonoma,2.7394910577,2710.0,7.5824442529,2020,9.24175557471
6099,California,Stanislaus,6.4047499774,4613.0,6.9565051394,2020,9.30434948606
6101,California,Sutter,7.4587153946,4285.0,8.5915683549,2020,9.14084316451
6103,California,Tehama,5.658315773,3433.0,7.8176409165,2020,9.21823590835
6105,California,Trinity,5.6936477587,2912.0,8.7089381207,2020,9.12910618793
6107,California,Tulare,9.6041331645,4469.0,8.7607049894,2020,9.12392950106
6109,California,Tuolumne,4.6019026196,2464.0,6.3608399091,2020,9.36391600909
6111,California,Ventura,3.7737710463,3359.0,9.2582189133,2020,9.07417810867
6113,California,Yolo,4.2039108719,2878.0,5.9785182725,2020,9.40214817275
6115,California,Yuba,6.4069055643,4921.0,7.4102194215,2020,9.25897805785
8000,Colorado,,3.2815263322,2833.0,8.667530638,2020,9.1332469362
8001,Colorado,Adams,3.471144192,3120.0,11.026551173,2020,8.8973448827
8003,Colorado,Alamosa,4.1671599384,2265.0,13.191061625,2020,8.6808938375
8005,Colorado,Arapahoe,3.2228447278,3069.0,8.5250561118,2020,9.14749438882
8007,Colorado,Archuleta,3.4064665127,2929.0,12.915392457,2020,8.7084607543
8009,Colorado,Baca,1.8393898609,8662.0,15.795586527,2020,8.4204413473
8011,Colorado,Bent,3.1730292514,5023.0,10.371106693,2020,8.9628893307
8013,Colorado,Boulder,2.8474579769,2572.0,6.772989506,2020,9.3227010494
8014,Colorado,Broomfield,2.9259594133,1582.0,4.7788025375,2020,9.52211974625
8015,Colorado,Chaffee,2.6885043263,2715.0,10.173031026,2020,8.9826968974
8017,Colorado,Cheyenne,1.8010291595,2371.0,14.8981026,2020,8.510189740000001
8019,Colorado,Clear Creek,3.0288065844,942.0,5.5105771742,2020,9.44894228258
8021,Colorado,Conejos,4.387254902,2416.0,10.739709068,2020,8.9260290932
8023,Colorado,Costilla,4.2931937173,3019.0,14.85628966,2020,8.514371034
8025,Colorado,Crowley,4.3705153294,3988.0,11.060948081,2020,8.8939051919
8027,Colorado,Custer,3.6562203229,886.0,12.610062893,2020,8.7389937107
8029,Colorado,Delta,3.9391286782,2375.0,10.723033657,2020,8.9276966343
8031,Colorado,Denver,3.1844618802,2728.0,10.741990131,2020,8.9258009869
8033,Colorado,Dolores,2.8404344194,1980.0,11.703511053,2020,8.8296488947
8035,Colorado,Douglas,2.8613260824,3171.0,3.7801851723,2020,9.62198148277
8037,Colorado,Eagle,2.7315160052,1140.0,12.249933178,2020,8.775006682199999
8039,Colorado,Elbert,2.8403395041,2563.0,7.7903486493,2020,9.22096513507
8041,Colorado,El Paso,3.9361108804,2906.0,7.610916447,2020,9.2389083553
8043,Colorado,Fremont,5.2014078999,2658.0,9.0719463822,2020,9.09280536178
8045,Colorado,Garfield,3.2113057668,2290.0,13.844038499,2020,8.6155961501
8047,Colorado,Gilpin,2.5462342536,,4.3435144784,2020,9.56564855216
8049,Colorado,Grand,2.6822627811,1627.0,10.638970066,2020,8.9361029934
8051,Colorado,Gunnison,2.5880857247,2620.0,10.489662677,2020,8.9510337323
8053,Colorado,Hinsdale,2.614379085,,10.526315789,2020,8.9473684211
8055,Colorado,Huerfano,6.529209622,2630.0,7.928331467,2020,9.2071668533
8057,Colorado,Jackson,2.6239067055,5245.0,13.644859813,2020,8.6355140187
8059,Colorado,Jefferson,3.0271479946,2427.0,6.7507525323,2020,9.32492474677
8061,Colorado,Kiowa,1.7653167186,3055.0,11.260827719,2020,8.8739172281
8063,Colorado,Kit Carson,2.0280811232,4352.0,14.905958868,2020,8.5094041132
8065,Colorado,Lake,2.6358806702,2308.0,11.744966443,2020,8.8255033557
8067,Colorado,La Plata,3.0257704652,1736.0,11.554570091,2020,8.844542990899999
8069,Colorado,Larimer,2.8130541519,2433.0,7.4209331016,2020,9.25790668984
8071,Colorado,Las Animas,4.7321972002,5223.0,12.198780122,2020,8.780121987800001
8073,Colorado,Lincoln,2.4458700882,3957.0,9.5330201713,2020,9.04669798287
8075,Colorado,Logan,2.914857801,3179.0,10.528086108,2020,8.9471913892
8077,Colorado,Mesa,4.0901919537,3157.0,9.5414318846,2020,9.04585681154
8079,Colorado,Mineral,2.5641025641,,9.925093633,2020,9.0074906367
8081,Colorado,Moffat,3.6548357303,3425.0,9.9257380909,2020,9.00742619091
8083,Colorado,Montezuma,4.7383415804,2207.0,13.798893718,2020,8.620110628199999
8085,Colorado,Montrose,3.6689303131,2341.0,12.203485811,2020,8.7796514189
8087,Colorado,Morgan,2.9320706611,2961.0,12.351543943,2020,8.7648456057
8089,Colorado,Otero,4.9797336422,5465.0,10.822910745,2020,8.9177089255
8091,Colorado,Ouray,3.5,1049.0,8.6821266968,2020,9.13178733032
8093,Colorado,Park,2.8916106455,1973.0,8.7417958386,2020,9.12582041614
8095,Colorado,Phillips,1.8937987375,3336.0,13.240206499,2020,8.6759793501
8097,Colorado,Pitkin,3.8458153657,1566.0,12.251043734,2020,8.7748956266
8099,Colorado,Prowers,3.3192422107,5154.0,14.103502352,2020,8.5896497648
8101,Colorado,Pueblo,4.9083148909,3511.0,8.4312338892,2020,9.15687661108
8103,Colorado,Rio Blanco,4.4498948844,2516.0,9.1734260332,2020,9.08265739668
8105,Colorado,Rio Grande,4.8378522063,5389.0,13.609734114,2020,8.6390265886
8107,Colorado,Routt,2.6992209067,1358.0,8.4615744422,2020,9.15384255578
8109,Colorado,Saguache,4.6454095657,1797.0,16.948814977,2020,8.3051185023
8111,Colorado,San Juan,3.0828516378,,8.5766423358,2020,9.14233576642
8113,Colorado,San Miguel,3.5144927536,996.0,11.819641033,2020,8.8180358967
8115,Colorado,Sedgwick,2.5538707103,2387.0,12.107101281,2020,8.7892898719
8117,Colorado,Summit,2.2227201434,1606.0,11.053722903,2020,8.8946277097
8119,Colorado,Teller,3.7072168208,3628.0,8.1806451613,2020,9.18193548387
8121,Colorado,Washington,2.4186046512,2219.0,9.6128170895,2020,9.03871829105
8123,Colorado,Weld,3.0068364692,3197.0,9.3993736032,2020,9.06006263968
8125,Colorado,Yuma,2.0351676978,3649.0,13.419643969,2020,8.6580356031
9000,Connecticut,,4.1065693668,4117.0,6.2717275679,2020,9.37282724321
9001,Connecticut,Fairfield,3.9555543538,3794.0,8.896320055,2020,9.1103679945
9003,Connecticut,Hartford,4.2430134973,4247.0,5.4384862036,2020,9.45615137964
9005,Connecticut,Litchfield,3.8223474965,3635.0,5.1257219936,2020,9.48742780064
9007,Connecticut,Middlesex,3.5099593889,4402.0,4.0905094268,2020,9.59094905732
9009,Connecticut,New Haven,4.396976983,4231.0,5.6898991941,2020,9.43101008059
9011,Connecticut,New London,3.9508813281,4332.0,5.0066805924,2020,9.49933194076
9013,Connecticut,Tolland,3.5803882126,4029.0,3.7413953162,2020,9.62586046838
9015,Connecticut,Windham,4.518651657,4763.0,5.6040261316,2020,9.43959738684
10000,Delaware,,3.757371001,5045.0,6.0792232959,2020,9.39207767041
10001,Delaware,Kent,4.1459730685,5870.0,6.4075160659,2020,9.35924839341
10003,Delaware,New Castle,3.6592342305,5189.0,5.5958405064,2020,9.44041594936
10005,Delaware,Sussex,3.7476523818,4463.0,7.1545503038,2020,9.28454496962
11000,District of Columbia,,5.5534959591,5520.0,4.3005780747,2020,9.56994219253
11001,District of Columbia,District of Columbia,5.5534959591,5520.0,4.3005780747,2020,9.56994219253
12000,Florida,,3.5672411657,5086.0,15.954329719,2020,8.404567028099999
12001,Florida,Alachua,3.271466954,5058.0,11.865669582,2020,8.8134330418
12003,Florida,Baker,3.3869744713,4966.0,11.966438953,2020,8.8033561047
12005,Florida,Bay,3.9753055988,5756.0,14.834860487,2020,8.5165139513
12007,Florida,Bradford,3.2820240623,7074.0,13.269099859,2020,8.6730900141
12009,Florida,Brevard,3.5240347414,4963.0,13.012913988,2020,8.6987086012
12011,Florida,Broward,3.3698702582,5286.0,16.892308114,2020,8.3107691886
12013,Florida,Calhoun,4.1125541126,7492.0,15.210100612,2020,8.4789899388
12015,Florida,Charlotte,4.0096965597,4780.0,17.104715384,2020,8.2895284616
